"name","city","country","state","industry_id","website","description","logo_url","ticker"
"KIER GROUP PLC","Bedfordshire","GB","","Construction & Engineering","www.kier.co.uk","Kier Group plc is a national and international construction company, which has operations in the United Kingdom and overseas.  The Group conducts business through three divisions: Construction, Facilities Management, and Homes & Property.  The Company has housebuilding operations in Central, Eastern and Southern England, in addition to commercial property development operations.","5262.png","KIE"
"AURIZON HOLDINGS","Brisbane","AU","QNSL","Road & Rail","www.aurizon.com.au","Aurizon Holdings Ltd is a rail freight company. The Company provides coal, bulk and general freight haulage services, operating on the Central Queensland Coal Network (CQCN) and including specialised track maintenance and workshop support functions.","1012.png","AZJ"
"CAN UTILITIES-A","Calgary","CA","ALTA","Multi-Utilities","www.canadian-utilities.com","Canadian Utilities Limited conducts operations in electrical utility services, independent power production, and retail gas and electricity marketing.  The Company also distributes, transmits, gathers, processes, and stores natural gas. In addition, Canadian Utilities provides technical logistical services and billing and call center services.","1031.png","CU"
"MAXWELL TECH INC","San Diego","US","CA","Electronic Equipment, Instruments & Components","www.maxwell.com","Maxwell Technologies, Inc. develops and manufactures energy storage and power delivery solutions. The Company's ultracapacitor products provide power solutions for applications in consumer and industrial electronics, renewable energy, transportation and information technology.","14280.jpg","MXWL"
"SAUDI HOLLANDI","Riyadh","SA","","Commercial Banks","www.shb.com.sa","Saudi Hollandi Bank attracts deposits and offers commercial and retail banking services. The Bank offers real estate, syndication, project and trade financing, automobile loans, travelers' checks, and sponsors Visa credit cards.","2143.png","AAAL"
"ATLANTIA SPA","Rome","IT","","Transportation Infrastructure","www.atlantia.it","Atlantia S.p.A. is a holding company with responsibility for portfolio strategies in the transport and communications infrastructures and network sectors.","549.png","ATL"
"PING AN BANK-A","Shenzhen","CN","","Commercial Banks","about.pingan.com","Ping An Bank Co Ltd provides a full range of commercial banking services including RMB and foreign currency deposit, loan, international and domestic settlement, discount, currency trading, letter of credit, bank guarantee, and other related services.","538.png","000001"
"KEIHIN CORP","Shinjuku-Ku","JP","TK","Auto Components","www.keihin-corp.co.jp","KEIHIN CORPORATION (an affiliate of Honda Motor) manufactures parts for automobiles, motorcycles, ships, and machinery.  The Company's products include fuel injection systems, carburetors, electronic control units, and Automotive Air Conditioning Systems. Keihin Corporation sells its products in Japan, the US Taiwan, Thailand,and the UK.","5552.gif","7251"
"DAINIPPON SCREEN","Kyoto","JP","KT","Semiconductors & Semiconductor Equipment","www.screen.co.jp","DAINIPPON SCREEN MFG. CO., LTD. manufactures precused for electronic industry and image processors.  The Company's products include manufacturing systems for semiconductors, liquid crystal, and printed circuit boards (PCB), test systems for wafers, liquid crystal and PCB, and electronics color scanners.","5426.png","7735"
"OROCOBRE LTD","Milton","AU","QL","Metals & Mining","www.orocobre.com.au","Orocobre Ltd is a mineral exploration company. The Company's primary objective is to develop lithium-potassium brine projects. Orocobre is focused on advancing its flagship Salar de Olaroz (Olaroz) lithium-potassium brine project in Argentina.","14564.jpg","ORE"
"IJM CORP BHD","Petaling Jaya","MY","","Construction & Engineering","www.ijm.com","IJM Corporation Berhad is an investment holding company that provides construction services.  The Company, through its subsidiaries, operates in property development, provides quarrying services, manufactures and sells premix products, cultivates oil palm, and provides education services.","2650.png","IJM"
"IDBI BANK LTD","Mumbai","IN","","Commercial Banks","www.idbi.com","IDBI Bank Limited provides a range of banking and financial services. The Bank's services include fund-based operations, such as venture capital and fee-based activities, which include merchant banking and debenture trusteeship.","5347.png","IDBI"
"WAUSAU PAPER COR","Mosinee","US","WI","Paper & Forest Products","www.wausaupaper.com","Wausau Paper Corp. produces printing and writing, specialty products, and towel and tissue papers.  The Company's products include papers for printing and graphic arts, papers for business and education, technical paper, towel and tissue for away-from-home markets, silicone release liners, roll wrap, and torula dried yeast products.","10244.jpg","WPP"
"RR DONNELLEY & S","Chicago","US","IL","Commercial Services & Supplies","www.rrdonnelley.com","R. R. Donnelley & Sons Company provides commercial printing and information services.  The Company provides solutions that include commercial printing, direct mail, financial printing, print fulfillment, labels, forms, logistics, call centers, transactional print-and-mail, print management, online services, digital photography, color services, and content and database management.","2287.png","RRD"
"YANTAI LONGYUA-A","Yantai","CN","","Electrical Equipment","www.lypower.com","Yantai Longyuan Power Technology Co.,Ltd. manufactures, sells and installs electricity generation equipment.  The Company's products include plasma ignition and combustion equipment, and oil ignition equipment.","5786.png","300105"
"SK NETWORKS CO","Suwon-Si, Gyeonggi","KR","","Trading Companies & Distributors","www.sknetworks.co.kr","SK Networks Co., Ltd. is a general trading company.  The Company trades general merchandise, such as steel, oil, timber, petrochemical, household appliances, clothing, textile products, and information technology equipment.  SK Networks provides insurance and financial services through subsidiaries.","4696.png","001740"
"GILDAN ACTIVEWEA","Montreal","CA","PQ","Textiles, Apparel & Luxury Goods","www.gildan.com","Gildan Activewear Inc. manufactures and markets branded basic activewear.  The Company sells its products principally in the wholesale imprinted activewear segment of the North American apparel market.  Gildan sells cotton T-shirts, placket collar golf shirts, tank tops, and sweatshirts.","1740.png","GIL"
"DOMINO'S PIZZA","Ann Arbor","US","MI","Hotels, Restaurants & Leisure","www.dominos.com","Domino's Pizza, Inc. operates a network of Company-owned and franchise Domino's Pizza stores, located throughout the United States and in other countries.  The Company also operates regional dough manufacturing and distribution centers in the contiguous United States and outside the United States.","2174.png","DPZ"
"DAEWOO SECS CO","Seoul","KR","","Capital Markets","www.kdbdw.com","Daewoo Securities Co., Ltd. is a financial institution offering a wide array of services to investors in South Korea and abroad, such as brokerage, dealing, underwriting, and distributing of equity and fixed income securities.  Daewoo Securities also deals with mergers and acquisitions, foreign currency, and financial derivatives.","2543.png","006800"
"AON PLC","London","GB","","Insurance","www.aon.com","Aon PLC is an insurance services holding company.  The Company is comprised of risk and insurance brokerage consulting. Aon's services include helping manage risk for clients, negotiating and placing insurance risk with other carriers, and advising clients related to health and benefits, retirement, compensation, strategic human capital, and human resource outsourcing.","398.png","AON"
"VANTAGE DRILLING","Houston","US","TX","Energy Equipment & Services","www.vantagedrilling.com","Vantage Drilling Company offers offshore oil and natural gas well drilling services.","9988.png","VTG"
"DST SYSTEMS INC","Kansas City","US","MO","IT Services","www.dstsystems.com","DST Systems, Inc. provides information processing and computer software services and products.  The Company's operating segments include financial services, customer management, and output solutions.  DST's data center provides information-processing services to support the products within each operating segment.","2221.png","DST"
